Group,x,y,t,s
I,-7.430513175,197.3642879,1,0
G,-22.4190982,287.3784197,1,0
G,3.507556211,204.4842598,1,1
H,-2.988873709,253.3345097,0,1
F,-1.795981943,493.3909619,1,1
I,3.429292881,-118.8641825,1,1
H,-12.5537899,-17.5361813,0,0
I,34.59819736,-16.72639779,1,0
H,-12.16239344,362.1002071,0,1
H,-61.63819608,-144.3701586,0,0
I,-12.06352954,-41.7134659,1,0
G,33.8332618,-168.4513467,1,0
G,-7.775503554,164.451366,1,0
G,5.636495242,-13.76375406,1,0
H,-12.03844447,-20.80580423,0,0
G,-11.43803025,156.8902363,1,1
G,19.11253896,294.563911,1,0
G,-14.7988895,105.4741349,1,0
H,-1.943936549,279.0626592,0,0
H,4.185572785,392.7436959,0,0
F,-8.655575298,385.7004686,1,1
H,-32.1420107,45.59675432,0,1
F,-16.22133993,414.8688024,1,1
I,-27.03199835,27.6391411,1,1
I,-4.580897491,111.2109794,1,1
H,45.9977411,363.3707946,0,1
I,18.3581253,312.6493588,1,0
I,0.281728523,81.88901458,1,1
F,44.24883787,-118.7624785,1,0
F,7.71876413,226.9132532,1,1
I,5.051753829,-98.80388422,1,1
F,35.42500097,-192.5811066,1,1
H,-35.64285511,120.2623418,0,0
G,14.1582016,132.3318893,1,0
G,-34.54859122,384.6922822,1,0
I,-5.952570298,179.733559,1,1
G,-4.002597624,307.4781013,1,1
H,18.28274443,495.2196659,0,0
F,42.63581324,-19.52841455,1,1
F,-14.41070613,396.8073969,1,0
I,-26.46539614,-99.36517571,1,1
H,18.40141339,297.1655484,0,1
F,-5.05869799,3.427277535,1,1
H,-41.08162045,350.3554496,0,1
F,7.17415522,178.7074751,1,0
F,35.11380037,-42.79339518,1,0
F,-2.929630073,206.799084,0,0
I,-3.641522997,-132.4188827,1,1
I,-29.23086837,-2.467434215,1,1
H,-3.137439307,282.2777617,0,0
H,-18.73894462,188.9215481,0,1
F,35.16709039,-143.0865695,1,0
H,-15.86674209,199.7994954,0,0
H,-2.147411367,381.3998227,0,0
G,-18.89872016,510.3498364,1,0
H,-23.68699051,33.52248349,0,1
H,-27.51811489,117.8167347,0,1
F,3.166185665,387.0207766,1,1
F,-22.39688646,360.1473894,1,1
F,7.505814993,202.0063593,1,0
F,42.36203571,-132.8289654,1,1
H,-27.32567747,84.24621917,0,1
I,28.62870912,44.68504347,1,1
F,-18.79577475,211.1179273,1,0
H,22.93114621,706.829264,0,1
G,61.62138133,-379.2797605,0,1
I,-10.93678558,-242.7840784,1,1
I,44.87909382,-56.11815962,1,0
G,34.31112923,35.7704601,1,1
H,-76.47791186,-98.27814638,0,1
G,57.07192613,-340.3762661,1,1
F,9.478857326,265.1709132,1,0
H,30.93421648,526.156141,0,0
F,44.56212671,-250.0424332,1,1
F,32.86515485,-152.6181298,1,0
I,16.02217599,-0.360481011,1,1
I,17.17679027,-2.016398138,1,0
I,-1.27623449,-54.64616869,0,0
G,8.563629877,-94.3482589,1,1
G,13.08543615,161.706035,1,1
I,-4.359513027,33.60529547,1,1
F,-19.92606223,507.8909846,1,1
I,-25.33939064,88.16470879,1,1
F,27.8651223,75.67115447,0,0
G,-5.554321021,185.9879376,1,0
G,-21.09290774,350.9071162,1,0
F,25.97927038,-272.6753856,1,1
F,21.80597609,-178.2464345,1,0
G,34.63571968,122.9995209,1,0
H,-52.63971914,-85.02660451,0,0
F,70.43896567,-703.9986526,1,1
F,23.58072808,31.36180074,1,1
H,-5.182243272,130.2304747,0,1
I,-11.54812507,-351.1335056,1,1
G,26.52455608,-12.54823591,1,1
I,20.42815183,220.1089825,1,1
H,-41.27136651,-63.76505009,0,1
I,9.462996028,57.2133677,0,1
F,11.85538764,120.6526868,1,0
H,-53.22687734,31.47266911,0,0
G,10.3756684,-107.5741811,1,0
I,45.64618098,112.9157243,0,1
G,0.293723599,414.2183864,1,1
G,-29.84564678,430.943188,1,1
G,-21.22584793,290.1848125,1,1
H,-35.8159963,107.6676737,0,1
H,11.88470685,354.2607503,0,1
F,18.78238602,-66.07991703,1,0
F,39.78135394,-160.3786578,1,0
I,37.82669957,-71.67526213,1,1
F,-2.049847573,434.6223107,1,0
G,30.92756599,-203.3817534,0,1
I,-9.276539856,-33.63262874,1,1
G,-2.551190555,340.2400742,1,1
F,5.472813875,241.4217377,1,0
G,3.939685775,320.055068,0,1
G,23.08347317,53.42306299,1,1
I,-2.600623277,75.11014074,1,0
I,-0.368345356,-73.50552697,0,0
H,-4.650073815,316.7554308,0,1
I,-31.89715747,-100.8554374,1,0
I,30.43076009,-22.96995956,1,1
F,2.939516781,194.936058,1,1
F,58.08921825,-379.0525436,1,0
I,-17.56455212,63.96459033,0,0
F,3.784724529,332.5663405,1,1
F,-6.659392882,219.7587846,1,0
F,20.62895412,52.10464657,1,0
H,-58.07305448,-51.83842668,0,1
G,-0.586096365,155.772543,1,0
F,68.51424808,-301.8277562,1,1
H,27.82028644,155.9323207,0,0
H,14.43170295,377.9378924,0,1
H,-13.20463335,221.7968855,0,1
H,-16.85626147,154.4016348,0,1
H,36.85145812,719.2175431,0,0
I,2.003587847,195.4825959,0,0
H,-15.04944464,400.918713,0,0
H,12.11975798,459.2368709,0,0
I,26.32191195,-51.81291561,0,1
I,0.144363226,51.91906401,0,0
G,-35.66648396,606.0901865,1,1
G,18.25693135,277.1146055,1,0
G,25.64673456,277.3460668,1,0
G,18.9269444,65.6483911,1,0
H,27.18308883,444.2903373,0,1
I,-12.37789095,-4.345231145,1,0
H,26.3255308,484.8806109,0,1
F,26.98138476,50.54318696,1,0
I,27.26748895,-206.6167804,1,1
I,24.16871492,-49.54338247,1,0
G,-5.32069551,-9.86650615,1,1
F,-12.37480857,240.7208495,1,1
H,-12.03481398,160.2355595,0,1
G,23.78744979,152.104206,1,0
H,8.67368031,498.321766,0,0
F,-2.255425591,191.2499949,0,1
H,-9.193453982,245.1323825,0,0
F,-28.47335614,456.8394621,1,0
F,17.52511176,144.1919556,1,0
F,3.536789667,332.2775178,1,0
H,-57.05840821,-222.6622403,0,0
F,30.38561222,12.76598742,1,1
G,9.757996864,317.9411903,1,1
G,11.37575794,106.9634723,1,0
F,3.919377751,223.4413307,1,1
F,11.55497108,240.3750042,1,1
I,-0.80709167,-169.4490746,1,1
G,-19.15839238,193.3000819,0,0
I,9.475857167,199.5616416,0,0
I,3.879534438,-35.40833521,1,1
H,-21.02110727,98.90742651,0,0
G,-7.486944624,342.8668835,0,0
H,-1.99619792,46.63377434,0,1
I,19.53971718,-92.08382544,1,1
I,3.476279204,-78.22763941,0,1
H,-30.21923195,19.50822574,0,1
I,-26.99808809,-105.2316663,1,0
H,1.334991736,272.023147,0,0
G,-16.73594328,572.2514878,1,0
F,-24.54156028,528.2931233,1,1
F,-2.864547128,64.41732604,1,1
H,23.71191208,529.0301826,0,1
G,-29.6970814,609.1158928,0,0
H,-36.11007596,42.43778879,0,0
I,19.12887549,-217.1647593,1,1
I,-9.565589992,-321.1508048,0,1
G,5.909746574,251.8320754,1,1
G,32.81217547,-154.4817956,1,1
I,-6.267115078,326.1909011,0,1
I,18.07569327,-153.3043529,1,0
I,15.64954042,86.88965878,0,0
F,25.13574652,-69.3683325,0,0
H,-34.87822619,235.3279531,0,0
I,24.58953863,0.750491639,1,1
F,-12.74201153,563.4699502,1,0
H,-44.99696608,68.6736863,0,0
F,36.62734491,-166.6426809,0,1
H,-56.71908886,-129.6606708,0,0
G,-0.388938782,63.78185703,1,0
G,4.134098116,112.3243844,1,0
H,50.83042033,748.1895673,0,1
I,-10.25906869,-11.73171773,1,1
I,51.84269587,92.25633099,1,0
H,7.234790268,453.9400968,0,0
I,38.9193998,12.96410593,1,0
G,-23.03078901,363.7533874,1,0
F,32.60434041,36.71826674,1,0
G,-12.5890882,315.1482939,1,1
H,-24.7820152,35.5145529,1,1
I,10.91796524,93.35516888,1,0
H,5.652309539,336.8804154,0,0
H,-34.17008403,89.73938485,0,0
H,-11.23731625,328.2457417,0,0
I,10.27394884,240.5457956,0,0
I,25.64941038,22.651384,1,1
I,8.23519566,75.33381609,1,0
G,27.29951917,97.24685749,1,0
H,-11.91922109,257.0753197,0,1
H,-4.628423046,471.2689272,0,0
I,33.44469355,-113.9587333,1,0
G,-3.201696733,269.0547219,0,1
F,-0.987166737,178.9253273,1,1
H,31.91933086,544.8078976,0,0
H,-10.29327774,269.7484311,0,0
H,-31.35478525,8.445051356,0,0
H,-16.83916461,260.5723903,0,1
F,-6.764420914,56.87420772,1,0
G,-18.34551908,346.2094392,1,1
G,30.60858029,111.257185,1,1
H,-17.73134766,174.935089,0,0
F,22.6976385,-82.6620845,1,1
F,13.45817316,161.874935,1,1
I,2.904743342,-0.167555095,1,0
F,15.8201338,-124.3942288,1,0
I,-24.75353568,-178.1992654,1,0
I,-22.47142153,-43.50196825,0,0
F,-22.2137294,463.4307494,1,1
G,2.455224804,286.4172577,1,0
G,-8.037623743,131.6673267,1,1
H,-49.10043256,118.5391787,0,0
F,29.03950726,-43.33079926,1,0
F,53.45153173,-227.8217492,1,0
I,0.684202016,-162.9035085,1,0
H,-37.74002717,141.3254347,0,1
G,-32.75584015,421.1019301,1,0
G,-7.40358625,357.8267895,1,0
F,11.63634836,357.6886878,1,1
G,-11.12479841,288.0968081,0,0
H,6.441728918,393.6293893,0,1
I,-6.303214746,-56.03067273,1,1
I,-0.398878771,90.63549904,0,1
I,0.52046382,139.6909938,1,1
F,35.07877049,-229.00279,0,1
I,7.176589939,161.7545001,1,1
I,-0.649172572,73.32161877,0,1
I,-3.341663561,-194.2033248,0,0
H,-81.55249018,-191.9420132,0,1
F,15.12632835,1.496133552,1,0
H,-17.40655335,133.4656901,0,1
I,18.41388969,-64.72675094,1,1
F,11.30428578,-104.0824202,1,0
G,23.18303739,-92.94698716,1,0
F,-15.24429998,274.1691334,1,1
F,44.69407243,-233.0918695,1,0
F,49.0386317,-106.6985655,1,0
G,39.31227662,-56.82912072,1,0
G,10.47138044,305.6962562,0,1
F,14.57098528,-15.96905184,1,1
F,-14.09959726,533.8893109,1,1
H,0.244399664,225.0171363,0,1
H,-32.93994678,271.8481826,0,1
H,-40.42716662,-48.30493408,0,0
F,18.6542778,-71.06176122,1,1
F,15.31152565,67.14424693,1,1
G,41.95764443,-221.983765,1,1
H,9.223281756,101.5783404,0,0
G,10.78657066,217.424298,0,1
G,-7.159296021,-43.2051428,1,1
H,-6.332753375,190.5596454,0,0
G,-8.797527632,333.5027651,1,1
I,16.45223062,11.85848638,1,1
I,3.847033814,-42.00749824,1,1
H,-36.65522619,65.63486358,0,0
I,-11.16872546,-138.2106279,0,0
H,-13.28262391,394.5662462,0,0
F,22.91594803,51.39390761,1,1
H,10.9325589,53.92684531,0,1
I,10.69151793,240.761568,0,0
F,-8.007945888,182.261903,1,0
G,-23.12959297,169.2266466,1,0
F,19.88075864,157.8164903,1,1
H,-5.747563496,211.2278563,0,0
G,-22.99447701,486.9156554,0,0
F,7.32427785,17.16991335,1,0
H,-0.957779301,146.8815655,0,0
G,-46.50261648,726.1148717,1,0
G,15.11202514,300.5784821,1,1
G,25.80627614,-19.23959149,1,1
H,-35.84928314,13.43120539,0,0
G,8.03038623,-143.8252423,1,1
H,-3.407472321,157.8599564,0,1
H,20.46752468,571.9767441,0,1
F,-1.847166398,281.6843791,1,0
G,-5.826809216,147.0191691,1,1
H,15.26385781,406.725097,0,0
I,-10.50048603,-218.3082018,0,0
H,-33.34953282,146.7957735,0,1
F,10.71874144,161.0247738,1,1
I,-8.474644722,44.57868397,0,0
I,-8.858519309,164.0496039,0,0
I,-34.5798406,-23.74839152,0,0
F,35.43396194,-88.05359768,1,1
F,20.09059161,-7.582911325,1,1
F,-9.129557295,43.92495949,1,1
H,0.571257034,341.6243984,0,0
I,8.61952615,258.6940043,1,0
I,-42.2179111,62.59914638,1,1
H,-41.24076042,-109.7618009,0,0
F,0.901605975,220.898061,1,1
H,-26.03911329,281.6971915,0,1
H,-12.80718606,189.7311266,0,0
H,-5.784192782,230.2156832,0,1
I,-24.89742475,191.8907077,1,1
G,-3.607463244,182.0128409,1,1
G,16.93304736,45.9708176,1,0
F,-0.564128912,297.3984145,1,1
I,29.53322124,239.1010358,1,0
F,5.239099761,328.1001962,0,0
H,-37.17212953,46.80406943,0,0
H,-60.97489771,6.267383649,0,1
G,-23.54472228,431.7532186,1,0
I,0.019614562,-25.82813532,1,0
I,-12.53815567,1.055033423,0,0
I,23.33663876,214.7348483,1,1
F,5.418697552,88.87442808,1,0
F,-2.503719984,81.91647812,0,0
F,-17.54154805,422.6785842,1,0
F,-10.58502196,258.7575214,1,0
F,36.52368271,-72.28509863,1,0
F,31.9001474,-207.6503903,1,0
G,2.362732863,251.1395446,1,1
I,-1.194439712,-162.6292896,1,1
G,-15.33191556,371.3578222,1,0
I,5.680565516,-176.9449634,1,0
I,-15.9331224,34.0364028,1,1
F,26.9273733,-54.37006179,1,1
I,19.02518133,-20.95329796,0,0
G,-16.99074154,298.6371241,1,0
H,-29.03221013,143.9958017,0,0
F,33.67225393,-63.32834802,1,0
I,38.22732187,-81.6151026,1,0
F,43.47196287,-5.734927505,1,0
H,-3.89364119,118.6263502,0,0
H,10.05382553,245.2365121,0,1
F,5.986035788,64.96507596,1,1
F,-29.5257233,219.2781932,1,1
F,30.90698318,-94.6605571,0,1
G,61.80652226,-452.3302904,0,1
G,-29.63831917,237.8798069,1,1
F,26.55881,-238.7470036,1,0
I,-23.58321198,-34.96718405,0,0
F,39.04328976,95.79133326,1,1
I,-28.94486065,-46.10631113,1,0
F,36.49549774,-182.2437537,1,1
F,-3.528723501,105.5810696,1,0
F,40.38192687,-120.3163832,1,0
H,14.61045474,503.9860089,0,0
I,12.80779139,87.61070152,0,0
G,38.02260037,-215.5105251,1,0
H,27.88328183,409.1644979,0,1
F,20.60922885,53.46517306,1,1
F,-12.82483056,147.6607357,1,0
G,-12.5383474,266.2062042,1,0
I,17.82435825,-181.0209005,1,1
G,15.74046039,29.25530978,1,1
F,-11.84357587,355.316868,1,0
G,3.638586545,443.5496781,1,0
I,25.14807933,-105.6488069,1,0
H,-17.01789925,250.0028868,0,0
I,8.018922283,45.60800724,0,0
I,-22.12895562,-72.16283192,0,0
H,-15.81589391,300.9661744,0,0
I,-0.348664677,-165.2805622,1,1
G,12.59455757,69.96211922,1,0
G,-7.725443917,-8.297693098,1,0
G,3.958742951,277.5915529,1,0
H,45.86403196,702.3267367,0,1
H,-30.70455334,202.9979199,0,1
H,-25.97096056,141.4568886,0,0
I,13.06104672,166.6532661,0,1
F,20.20022484,-184.7757783,1,1
G,4.081324268,395.7757167,1,0
H,-34.43007541,347.8918698,0,1
G,0.409002008,57.18245961,1,1
F,0.461887448,503.2727011,1,0
G,-5.705919509,-16.45302895,1,0
F,7.193000262,-70.45320468,1,1
G,32.08421526,-44.98729415,1,0
H,-30.17603719,-240.106079,0,0
G,-7.36791503,130.2136573,1,0
G,-4.36510321,245.0186366,1,1
I,17.42862597,-290.1125903,0,0
F,9.22215047,138.2476303,1,1
G,12.02278871,25.31063137,1,1
G,0.365699818,372.0257418,1,0
I,-20.36188584,-106.524004,1,0
I,19.48085561,76.1455775,1,0
I,11.08295293,111.8758182,1,0
F,-0.444948356,256.496904,1,1
H,-33.7649393,178.2513659,0,0
G,-15.70010201,518.5834475,1,0
I,4.89533944,17.11524592,1,0
G,33.56331636,-111.9512576,1,0
H,-0.42911839,307.7673318,0,0
F,27.73923105,21.13231427,1,0
H,44.11219834,837.2865245,0,1
I,-21.3863901,96.67726048,0,0
I,-15.61923622,-218.0720787,0,0
H,-42.08490172,-174.6016678,0,0
G,-10.39757303,285.699436,1,0
G,15.38905492,208.6193807,1,1
G,-24.10691867,358.0679707,1,1
F,31.10716131,-178.2112301,1,0
G,-22.28924537,551.071499,1,0
G,11.10638933,121.6031568,1,1
F,-9.846731385,266.4254267,1,1
I,4.838256397,59.16817658,0,1
I,-46.36269587,75.63220367,1,1
F,41.12477243,-250.9281462,1,0
F,8.697039357,266.1276247,1,1
F,29.08504881,-287.4796486,0,1
G,16.16582888,186.877407,1,0
F,7.821148486,74.75129223,1,0
F,-25.71996779,537.0236315,0,0
H,-39.73310958,0.39946168,0,1
I,-4.468306462,-215.4271096,1,0
I,-7.398800858,190.3688348,0,0
F,29.99738539,-111.3963826,1,1
H,29.2402555,477.6861433,0,0
G,-20.8435417,280.439307,1,1
H,8.697764105,317.5203258,0,0
I,-5.304487836,-186.0249486,1,1
I,-12.68052166,-157.3003513,1,0
I,30.20969202,182.7594653,1,1
I,17.15443264,108.2088441,1,1
G,15.24059683,-38.36937637,1,0
I,15.59493001,202.7574043,1,1
I,-17.91962009,23.30896009,0,0
G,-5.023489126,415.5802817,1,0
H,-20.50500707,-212.2321099,0,1
G,-9.469311972,-66.68427088,1,1
I,52.39100833,68.67039082,0,0
I,26.15321362,37.48648279,1,1
G,29.75470561,-64.68339784,1,0
G,-21.05144317,279.3806855,1,0
G,-1.278640494,361.2561031,1,0
F,3.509213094,117.9769756,1,0
F,13.2399703,43.37060582,1,0
I,19.85210176,161.2377655,1,0
H,-41.49928496,44.94204704,0,0
I,-30.02274263,7.575148614,1,1
I,30.24121576,168.9315864,1,0
F,10.76494188,-39.98697828,1,0
I,-23.08116016,-150.8033745,1,0
I,34.16903771,-36.54682041,1,1
I,32.17551845,66.67377245,1,1
I,-8.337314031,-45.32553224,1,1
G,-10.61326249,-34.83963406,1,0
I,7.848484696,4.369513075,1,1
I,15.34591338,284.0520807,1,1
F,30.17960461,133.0961007,1,1
I,-10.20666918,-13.24472739,0,0
G,43.06174106,-187.5890035,1,0
F,-36.85714142,559.9034063,1,1
G,-27.71418836,417.0425411,1,0
H,1.53534971,224.5893198,0,0
H,-5.226898078,218.0681004,0,0
H,-29.84356523,15.97683188,0,0
G,-14.68607231,358.1215293,1,0
H,5.573077241,358.824071,0,1
F,36.09551104,-32.53145745,1,1
G,50.78394849,-343.7503249,1,1
G,21.8981635,232.367013,0,1
F,12.32089492,232.9037393,1,0
G,-33.00496664,657.7678217,1,1
H,-18.7513767,30.51530417,0,0
F,12.71478063,-139.4166478,1,1
H,-66.41502728,90.51621226,0,0
G,5.594166613,291.5104848,1,1
I,-2.600511007,-135.6734759,1,0
F,-20.7698256,638.4152749,1,0
H,-11.68639713,207.5040641,0,0
G,-22.53974768,419.1550043,0,1
G,2.474946738,394.6049759,1,0
G,-9.500598362,12.26583187,1,0
I,28.76903979,163.9668673,0,0
H,-31.51687564,-229.2708425,0,0
H,-6.678509735,106.5386479,0,1
F,30.48706537,47.37506014,1,1
H,15.1148873,221.9037037,0,0
F,52.6993005,-291.0991661,1,1
G,15.71036883,34.77806658,1,0
G,-18.21053567,281.8593559,1,0
F,59.54059155,-309.0406321,1,0
I,10.53694784,-48.9025727,1,1
H,11.08798076,419.8989011,0,1
I,44.91665733,192.287462,1,1
F,42.16327585,-166.014504,1,0
H,40.84217061,502.9520668,0,1
H,-11.68974846,255.2611089,0,0
G,15.90458511,-108.1733472,1,0
I,-11.0899392,13.3893483,1,0
I,-0.458903127,-86.16170986,0,1
F,37.65721065,28.17509163,1,1
F,33.24103945,-93.7179096,1,0
F,41.42384384,-276.2969498,1,0
G,-1.554350025,22.83334535,1,0
I,-2.119489059,6.691947267,1,1
F,30.52733415,240.2148208,1,0
G,67.84342974,-486.1288511,1,0
I,-4.975959616,-133.3704481,1,1
H,40.70286531,568.0513399,0,1
H,-23.52570826,2.619542437,0,1
G,-10.66158637,366.1921004,1,1
H,-8.668979465,275.7219955,0,0
I,5.578222837,58.31946781,0,1
G,9.050623311,190.7915849,1,0
I,8.660157637,142.6871572,0,0
I,-14.42204107,197.320565,1,1
G,6.101425003,307.1111525,1,0
G,14.05422766,-32.16836239,1,0
H,-0.94260754,173.9433654,0,0
G,-4.530130662,165.1126385,1,1
I,-7.40579894,250.4819745,1,1
I,-34.54956753,12.87485374,0,0
H,3.401979667,234.7056814,0,1
F,27.60692996,-241.1985385,0,0
G,13.91267968,237.5701815,0,1
H,14.71866106,430.6386363,0,0
G,8.947499218,-78.61050565,1,1
I,-21.67445855,-223.3046174,1,1
G,-7.061982042,98.24298653,1,1
I,13.14806088,-23.34178721,0,0
I,-38.38684562,-219.3816,1,1
I,-16.82997153,176.2972413,1,0
F,-1.604070516,182.35115,1,1
F,0.991563724,-4.484530549,1,0
F,30.99885512,-111.5289847,0,0
F,29.09863002,-103.1304691,0,1
I,6.595859513,85.73935656,1,1
G,14.69240282,344.25024,1,0
F,9.744735292,-126.1127389,1,1
G,9.604863261,-17.66041885,1,1
F,-27.52660585,881.7104433,1,0
F,17.05656016,295.9137963,1,0
F,-7.86769308,458.1584895,1,0
F,-27.79175778,414.3672165,1,0
I,-9.265685798,-151.8415699,1,0
I,0.180134024,-92.54566739,1,1
H,3.993851929,405.5968439,0,1
G,18.91512896,21.59010604,0,1
F,49.78527738,-298.7689254,1,1
I,-33.47461108,237.5236601,1,1
I,-33.61673428,117.6437353,1,1
F,-20.13413536,615.7938639,1,0
H,-15.78494158,-78.81295571,0,1
H,11.3532697,212.8014029,0,0
G,11.09995499,83.07034857,1,0
H,0.428878159,288.1914169,0,0
H,-11.23813701,197.5063057,0,1
I,-3.214390682,66.24726601,1,1
I,5.170843056,23.59989337,1,1
G,0.362630951,151.9594611,1,0
G,17.56887958,101.1652187,1,0
H,-39.42391536,-230.1415747,0,0
G,1.595446865,243.5036875,1,0
H,-7.832165328,127.9693088,0,1
G,-2.28628934,185.0514732,1,1
I,-44.09639529,183.7749734,0,0
H,-27.929098,59.3972322,0,1
G,5.308637118,461.414379,1,0
F,6.715306609,128.8614007,1,1
F,11.97019726,38.03049982,1,1
H,-53.356025,-117.913446,0,1
F,22.40785577,23.71346012,1,0
H,-43.58973248,186.0141905,0,1
I,7.88650619,-91.24320045,1,0
H,44.31575732,654.2946488,0,0
H,7.996973556,347.9084994,0,1
H,-0.933188738,144.3464278,0,1
I,30.82398042,42.67891842,1,0
H,24.71777101,314.2440069,0,1
I,-24.60823108,-108.5567404,1,1
I,36.94152155,-2.131792148,0,0
G,-34.30199551,417.6747099,1,1
F,-6.829514001,180.2543059,1,1
F,-16.83834437,418.0849459,1,0
H,17.06961,595.2236549,0,1
G,-25.72056232,470.1607755,1,1
F,4.899183755,103.3072769,1,0
I,-30.5781691,61.77841536,1,0
F,31.6122864,160.6892069,1,0
I,44.05053812,-39.9823068,1,1
G,12.41357756,148.3190083,1,0
H,15.28191952,590.6285254,0,1
I,-21.6907108,-19.33313112,1,0
I,46.86764868,-93.77651544,1,0
F,8.522203624,296.5425872,1,0
H,-39.45716354,-207.0005062,0,1
G,18.96044169,184.2560844,1,0
H,-14.92228415,-247.8863098,0,1
F,48.99033146,-162.9391766,1,0
G,-13.47877071,364.9460435,1,0
G,17.76728615,167.0118372,1,0
F,15.93702455,175.8626291,1,1
H,-22.21799194,243.6695197,0,0
H,-13.67317843,212.0124287,0,0
I,-10.42670068,-224.263282,1,0
F,-16.24504006,215.7941398,1,1
H,-19.09334623,179.7235482,0,0
G,20.08377561,35.73831222,1,1
I,-15.9568382,255.4815098,1,0
F,11.69834683,316.8948141,1,1
H,-27.87732045,113.179573,0,0
F,31.11896314,-144.5321005,1,0
H,5.39741552,151.5372378,0,0
I,4.408472823,-12.96853844,1,1
G,4.386748788,457.0044096,1,0
H,24.60873789,669.245143,0,0
I,6.49208608,-16.47949619,0,0
F,7.92371302,242.6357697,0,1
F,28.78997661,-55.96276191,1,0
I,60.34928523,-189.5729386,0,0
F,-5.129671861,452.985572,1,0
I,27.14164814,-11.10429037,1,0
H,26.52242658,604.9128248,0,0
G,-29.79551212,399.8483928,1,0
F,-30.1875245,441.2615896,1,0
H,15.66368484,499.9039185,0,1
F,-5.488649855,302.5793958,0,1
H,40.29736336,788.2665225,0,0
I,14.64230658,-242.8165466,0,0
G,-1.167155682,21.7041746,0,0
F,-1.279542939,358.2697371,1,1
H,30.17176107,671.7729586,0,1
G,3.727974378,321.1307369,1,0
F,-1.991514791,74.32734732,1,1
F,39.89127507,-215.2411133,1,0
G,-25.5914162,447.6657677,0,1
G,-1.499798973,296.1368454,1,1
G,14.96198663,-109.5157927,1,1
F,22.07551541,-21.45777413,1,1
H,-35.67935601,-43.09113328,0,1
G,20.51195165,-208.8726724,0,1
H,-73.88771953,-142.7896883,0,0
F,-2.132596441,211.6848254,1,1
H,-3.709695057,446.4706811,0,1
G,24.67659775,-123.0775539,1,1
G,37.28582194,-356.0692163,1,1
I,2.50960511,187.7792026,1,1
G,53.55131997,-42.29854241,1,0
I,-3.011298791,136.9432986,0,0
F,21.23424695,24.16300144,0,0
G,-9.381363611,434.42835,1,1
I,-4.719906822,45.40542873,1,1
F,-30.56627414,586.4087125,1,0
G,11.33324432,-35.50425089,1,1
I,-8.817900822,98.68861033,1,0
H,-42.28396364,-85.40216132,0,1
I,9.652847936,93.1505919,1,0
F,13.16053261,282.7098621,1,0
G,7.116269025,165.6594372,1,1
F,22.68261216,100.9609756,1,1
H,-0.162252602,202.1948439,0,1
F,32.74324104,-160.8956242,1,0
G,21.6896342,-58.54747464,1,0
G,7.702651584,42.0874969,1,0
